Item ID,Item Name,Quality Type,Item Level,Item Requirement Level,Item Class ID,Item Subclass ID,Inventory Type Name,Is stackable,Is equipable
4074,Mail Combat Armor,Uncommon,36,31,4,4_3,Chest,False,True
16825,Nightslayer Bracelets,Epic,66,60,4,4_2,Wrist,False,True
9253,Middle Map Fragment,Common,1,0,12,12_0,Non-equippable,False,False
15870,Golden Skeleton Key,Uncommon,30,0,7,7_0,Non-equippable,True,False
12257,Heavy Notched Belt,Uncommon,42,37,4,4_3,Waist,False,True
12239,Recipe: Dragonbreath Chili,Common,40,0,9,9_5,Non-equippable,False,False
16055,Schematic: Arcane Bomb,Uncommon,60,0,9,9_3,Non-equippable,False,False
2700,Recipe: Succulent Pork Ribs,Common,20,0,9,9_5,Non-equippable,False,False
15939,Councillor's Scepter,Uncommon,59,54,4,4_0,Held In Off-hand,False,True
9906,Royal Sash,Uncommon,44,39,4,4_1,Waist,False,True
4300,Pattern: Guardian Leather Bracers,Uncommon,39,0,9,9_1,Non-equippable,False,False
6047,Plans: Golden Scale Coif,Common,38,0,9,9_4,Non-equippable,False,False
2458,Elixir of Minor Fortitude,Common,12,2,0,0_0,Non-equippable,True,False
18265,Pattern: Flarecore Wraps,Rare,64,0,9,9_2,Non-equippable,False,False
15322,Smoothbore Gun,Uncommon,39,34,2,2_3,Ranged,False,True
17720,Schematic: Snowmaster 9000,Uncommon,38,0,9,9_3,Non-equippable,False,False
9871,Renegade Leggings,Uncommon,37,32,4,4_3,Legs,False,True
7369,Elder's Robe,Uncommon,35,30,4,4_1,Chest,False,True
7786,Headsplitter,Rare,30,25,2,2_0,One-Hand,False,True
10724,Gnomish Rocket Boots,Uncommon,45,0,4,4_1,Feet,False,True
4795,Bear Bracers,Uncommon,25,20,4,4_2,Wrist,False,True
1639,Grinning Axe,Uncommon,49,44,2,2_1,Two-Hand,False,True
15779,Pattern: Frostsaber Tunic,Uncommon,62,0,9,9_1,Non-equippable,False,False
22602,Craftsman's Writ - Volcanic Hammer,Common,60,55,15,15_0,Non-equippable,False,False
7364,Pattern: Heavy Earthen Gloves,Uncommon,29,0,9,9_1,Non-equippable,False,False
4577,Compact Shotgun,Uncommon,13,8,2,2_3,Ranged,False,True
5543,Plans: Iridescent Hammer,Uncommon,28,0,9,9_4,Non-equippable,False,False
14489,Pattern: Frostweave Pants,Uncommon,56,0,9,9_2,Non-equippable,False,False
6269,Pioneer Trousers,Uncommon,12,7,4,4_2,Legs,False,True
10248,Master's Bracers,Uncommon,62,57,4,4_1,Wrist,False,True
6530,Nightcrawlers,Common,20,0,0,0_0,Non-equippable,True,False
8186,Dire Wand,Uncommon,26,21,2,2_19,Ranged,False,True
5997,Elixir of Minor Defense,Common,5,1,0,0_0,Non-equippable,True,False
2073,Dwarven Hatchet,Uncommon,15,10,2,2_0,Main Hand,False,True
3470,Rough Grinding Stone,Common,10,0,7,7_0,Non-equippable,True,False
11382,Blood of the Mountain,Uncommon,50,0,7,7_0,Non-equippable,True,False
1220,Lupine Axe,Uncommon,20,15,2,2_1,Two-Hand,False,True
10625,Stealthblade,Rare,49,44,2,2_15,One-Hand,False,True
21300,Handbook of Backstab IX,Rare,60,60,9,9_0,Non-equippable,False,False
4292,Pattern: Green Woolen Bag,Uncommon,19,0,9,9_2,Non-equippable,False,False
21762,Greater Scarab Coffer Key,Common,1,0,13,13_0,Non-equippable,True,False
14482,Pattern: Cindercloth Cloak,Uncommon,55,0,9,9_2,Non-equippable,False,False
4388,Discombobulator Ray,Common,32,0,7,7_3,Non-equippable,False,False
1752,Linked Chain Shoulderpads,Poor,21,16,4,4_3,Shoulder,False,True
10376,Commander's Boots,Uncommon,60,55,4,4_4,Feet,False,True
6552,Bard's Tunic,Uncommon,19,14,4,4_2,Chest,False,True
22610,Craftsman's Writ - Runecloth Boots,Common,60,55,15,15_0,Non-equippable,False,False
18254,Runn Tum Tuber Surprise,Common,55,45,0,0_0,Non-equippable,True,False
12697,Plans: Radiant Boots,Uncommon,58,0,9,9_4,Non-equippable,False,False
9780,Bandit Gloves,Uncommon,20,15,4,4_2,Hands,False,True
10099,Councillor's Gloves,Uncommon,55,50,4,4_1,Hands,False,True
5573,Green Leather Bag,Common,15,0,1,1_0,Bag,False,True
11370,Dark Iron Ore,Common,50,0,7,7_0,Non-equippable,True,False
14504,Pattern: Runecloth Shoulders,Uncommon,61,0,9,9_2,Non-equippable,False,False
19230,Two of Beasts,Rare,1,0,15,15_0,Non-equippable,False,False
7433,Twilight Gloves,Uncommon,37,32,4,4_1,Hands,False,True
13126,Battlecaller Gauntlets,Rare,53,48,4,4_3,Hands,False,True
3730,Big Bear Meat,Common,21,0,7,7_0,Non-equippable,True,False
4998,Blood Ring,Uncommon,24,19,4,4_0,Finger,False,True
7436,Twilight Cape,Uncommon,35,30,4,4_1,Back,False,True
7278,Light Leather Quiver,Common,5,1,11,11_2,Bag,False,True
12713,Plans: Radiant Leggings,Uncommon,61,0,9,9_4,Non-equippable,False,False
21302,Handbook of Deadly Poison V,Rare,60,60,9,9_0,Non-equippable,False,False
13138,The Silencer,Rare,42,37,2,2_3,Ranged,False,True
15621,Gryphon Mail Buckler,Uncommon,51,46,4,4_6,Off Hand,False,True
13001,Maiden's Circle,Rare,61,55,4,4_0,Finger,False,True
21800,Silithid Husked Launcher,Rare,68,60,2,2_3,Ranged,False,True
16221,Formula: Enchant Chest - Major Health,Common,55,0,9,9_8,Non-equippable,False,False
4623,Lesser Stoneshield Potion,Common,43,33,0,0_0,Non-equippable,True,False
1713,Ankh of Life,Rare,45,40,4,4_0,Trinket,False,True
2880,Weak Flux,Common,5,0,7,7_0,Non-equippable,True,False
14296,Arachnidian Pauldrons,Uncommon,52,47,4,4_1,Shoulder,False,True
1944,Metalworking Gloves,Uncommon,18,13,4,4_2,Hands,False,True
16850,Giantstalker's Bracers,Epic,66,60,4,4_3,Wrist,False,True
13009,Cow King's Hide,Rare,51,46,4,4_2,Chest,False,True
15213,Mercenary Blade,Uncommon,36,31,2,2_7,One-Hand,False,True
184937,Chronoboon Displacer,Common,60,0,0,0_0,Non-equippable,True,False
18232,Field Repair Bot 74A,Common,60,0,7,7_3,Non-equippable,False,False
4498,Brown Leather Satchel,Common,15,0,1,1_0,Bag,False,True
9821,Durable Bracers,Uncommon,30,25,4,4_1,Wrist,False,True
4949,Orcish Cleaver,Uncommon,21,16,2,2_0,Main Hand,False,True
20875,Idol of Night,Rare,61,0,12,12_0,Non-equippable,True,False
2575,Red Linen Shirt,Common,10,0,4,4_0,Shirt,False,True
15728,Pattern: Wicked Leather Bracers,Uncommon,53,0,9,9_1,Non-equippable,False,False
12435,Ice Thistle E'ko,Common,1,0,12,12_0,Non-equippable,True,False
13308,Schematic: Ice Deflector,Common,31,0,9,9_3,Non-equippable,False,False
21303,Handbook of Feint V,Rare,60,60,9,9_0,Non-equippable,False,False
11969,Jacinth Circle,Uncommon,29,24,4,4_0,Finger,False,True
21282,Grimoire of Immolate VIII,Rare,60,60,9,9_0,Non-equippable,False,False
12361,Blue Sapphire,Uncommon,55,0,7,7_0,Non-equippable,True,False
13036,Assassination Blade,Rare,57,52,2,2_7,One-Hand,False,True
8956,Oil of Immolation,Common,41,31,0,0_0,Non-equippable,True,False
7307,Flesh Eating Worm,Common,30,0,0,0_0,Non-equippable,True,False
7438,Twilight Belt,Uncommon,36,31,4,4_1,Waist,False,True
5001,Heart Ring,Uncommon,27,22,4,4_0,Finger,False,True
22389,Plans: Sageblade,Epic,64,0,9,9_4,Non-equippable,False,False
2798,Rethban Ore,Common,1,0,15,15_0,Non-equippable,True,False
3858,Mithril Ore,Common,40,0,7,7_0,Non-equippable,True,False
13049,Deanship Claymore,Rare,29,26,2,2_8,Two-Hand,False,True
4345,Pattern: Red Woolen Boots,Uncommon,19,0,9,9_2,Non-equippable,False,False
4066,Insignia Buckler,Uncommon,35,30,4,4_6,Off Hand,False,True
16045,Schematic: Spellpower Goggles Xtreme Plus,Uncommon,54,0,9,9_3,Non-equippable,False,False
16971,Clamlette Surprise,Common,45,40,0,0_0,Non-equippable,True,False
8176,Nightscape Headband,Uncommon,41,36,4,4_2,Head,False,True
12433,Wildkin E'ko,Common,1,0,12,12_0,Non-equippable,True,False
6663,Recipe: Elixir of Giant Growth,Uncommon,18,0,9,9_6,Non-equippable,False,False
13518,Recipe: Flask of Petrification,Uncommon,60,0,9,9_6,Non-equippable,False,False
21307,Guide: Aspect of the Hawk VII,Rare,60,60,9,9_0,Non-equippable,False,False
4410,Schematic: Shadow Goggles,Uncommon,24,0,9,9_3,Non-equippable,False,False
2078,Northern Shortsword,Uncommon,18,13,2,2_7,One-Hand,False,True
7558,Shimmering Stave,Uncommon,25,20,4,4_0,Held In Off-hand,False,True
22220,Plans: Black Grasp of the Destroyer,Rare,70,0,9,9_4,Non-equippable,False,False
727,Notched Shortsword,Uncommon,10,5,2,2_7,One-Hand,False,True
13015,Serathil,Rare,61,56,2,2_0,One-Hand,False,True
13476,Recipe: Mighty Rage Potion,Uncommon,51,0,9,9_6,Non-equippable,False,False
789,Stout Battlehammer,Uncommon,22,17,2,2_4,Main Hand,False,True
1465,Tigerbane,Uncommon,38,33,2,2_15,One-Hand,False,True
3018,Hide of Lupos,Uncommon,23,18,4,4_1,Back,False,True
15757,Pattern: Wicked Leather Pants,Uncommon,58,0,9,9_1,Non-equippable,False,False
16215,Formula: Enchant Boots - Greater Stamina,Uncommon,52,0,9,9_8,Non-equippable,False,False
3369,Grave Moss,Common,24,0,7,7_0,Non-equippable,True,False
7424,Phalanx Spaulders,Uncommon,33,28,4,4_3,Shoulder,False,True
4711,Glimmering Cloak,Uncommon,28,23,4,4_1,Back,False,True
17683,Book: Gift of the Wild II,Rare,60,60,9,9_0,Non-equippable,False,False
7284,Red Whelp Gloves,Uncommon,24,19,4,4_2,Hands,False,True
7366,Elder's Gloves,Uncommon,32,27,4,4_1,Hands,False,True
14344,Large Brilliant Shard,Rare,55,0,7,7_0,Non-equippable,True,False
15271,Colossal Great Axe,Uncommon,56,51,2,2_1,Two-Hand,False,True
9795,Ivycloth Gloves,Uncommon,26,21,4,4_1,Hands,False,True
7463,Sentinel Buckler,Uncommon,38,33,4,4_6,Off Hand,False,True
10716,Gnomish Shrink Ray,Common,41,0,7,7_3,Trinket,False,True
6522,Deviate Fish,Common,15,0,7,7_0,Non-equippable,True,False
9260,Volatile Rum,Common,1,0,0,0_0,Non-equippable,True,False
9954,Chieftain's Leggings,Uncommon,51,46,4,4_2,Legs,False,True
10603,Schematic: Catseye Ultra Goggles,Uncommon,44,0,9,9_3,Non-equippable,False,False
1935,Assassin's Blade,Rare,24,19,2,2_15,One-Hand,False,True
10162,Mercurial Legguards,Uncommon,63,58,4,4_3,Legs,False,True
10213,Elegant Bracers,Uncommon,58,53,4,4_1,Wrist,False,True
4583,Thick Furry Mane,Poor,1,0,15,15_0,Non-equippable,True,False
11984,Cobalt Ring,Uncommon,29,24,4,4_0,Finger,False,True
7189,Goblin Rocket Boots,Uncommon,45,0,4,4_1,Feet,False,True
13101,Wolfrunner Shoes,Rare,59,54,4,4_1,Feet,False,True
2245,Helm of Narv,Epic,59,54,4,4_3,Head,False,True
9870,Renegade Circlet,Uncommon,36,31,4,4_3,Head,False,True
11972,Carnelian Loop,Uncommon,40,35,4,4_0,Finger,False,True
10027,Black Mageweave Shoulders,Uncommon,46,41,4,4_1,Shoulder,False,True
1777,Brocade Shoulderpads,Poor,22,17,4,4_1,Shoulder,False,True
9813,Fortified Gauntlets,Uncommon,25,20,4,4_3,Hands,False,True
7729,Chesterfall Musket,Rare,33,28,2,2_3,Ranged,False,True
13309,Schematic: Lovingly Crafted Boomstick,Common,24,0,9,9_3,Non-equippable,False,False
18587,Goblin Jumper Cables XL,Common,53,0,7,7_3,Trinket,False,True
18262,Elemental Sharpening Stone,Uncommon,60,50,7,7_0,Non-equippable,True,False
811,Axe of the Deep Woods,Epic,57,52,2,2_0,Main Hand,False,True
22222,Plans: Thick Obsidian Breastplate,Rare,72,0,9,9_4,Non-equippable,False,False
10217,Elegant Leggings,Uncommon,61,56,4,4_1,Legs,False,True
4594,Rockscale Cod,Common,35,25,0,0_0,Non-equippable,True,False
13035,Serpent Slicer,Rare,49,44,2,2_7,One-Hand,False,True
16736,Belt of Valor,Rare,58,53,4,4_4,Waist,False,True
14449,Highborne Crown,Uncommon,57,52,4,4_1,Head,False,True
3471,Copper Chain Vest,Uncommon,10,5,4,4_3,Chest,False,True
1076,Defias Renegade Ring,Uncommon,25,20,4,4_0,Finger,False,True
8244,Flawless Draenethyst Sphere,Rare,1,1,12,12_0,Non-equippable,True,False
4397,Gnomish Cloaking Device,Common,40,0,7,7_3,Trinket,False,True
13075,Direwing Legguards,Rare,63,58,4,4_4,Legs,False,True
9298,Recipe: Elixir of Giants,Uncommon,49,0,9,9_6,Non-equippable,False,False
18655,Schematic: Major Recombobulator,Uncommon,55,0,9,9_3,Non-equippable,False,False
3041,"""Mage-Eye"" Blunderbuss",Uncommon,31,26,2,2_3,Ranged,False,True
8347,Dragonscale Gauntlets,Rare,45,40,4,4_3,Hands,False,True
8184,Firestarter,Uncommon,29,24,2,2_19,Ranged,False,True
10118,Ornate Breastplate,Uncommon,58,53,4,4_3,Chest,False,True
8196,Ebon Scimitar,Uncommon,43,38,2,2_7,One-Hand,False,True
4337,Thick Spider's Silk,Common,35,0,7,7_0,Non-equippable,True,False
14554,Cloudkeeper Legplates,Epic,62,57,4,4_4,Legs,False,True
2911,Keller's Girdle,Rare,23,18,4,4_1,Waist,False,True
2455,Minor Mana Potion,Common,15,5,0,0_0,Non-equippable,True,False
14491,Pattern: Runecloth Pants,Uncommon,57,0,9,9_2,Non-equippable,False,False
16710,Shadowcraft Bracers,Rare,57,52,4,4_2,Wrist,False,True
2851,Copper Chain Belt,Common,11,6,4,4_3,Waist,False,True
10107,Wanderer's Bracers,Uncommon,54,49,4,4_2,Wrist,False,True
18743,Gracious Cape,Rare,59,54,4,4_1,Back,False,True
14467,Pattern: Frostweave Robe,Uncommon,51,0,9,9_2,Non-equippable,False,False
2453,Bruiseweed,Common,20,0,7,7_0,Non-equippable,True,False
8367,Dragonscale Breastplate,Rare,51,46,4,4_3,Chest,False,True
8392,Blasted Boar Lung,Common,1,1,12,12_0,Non-equippable,True,False
13046,Blanchard's Stout,Rare,50,45,2,2_5,Two-Hand,False,True
1613,Spiritchaser Staff,Uncommon,44,39,2,2_10,Two-Hand,False,True
3823,Lesser Invisibility Potion,Common,33,23,0,0_0,Non-equippable,True,False
12054,Demon Band,Uncommon,24,19,4,4_0,Finger,False,True
10518,Parachute Cloak,Uncommon,45,0,4,4_1,Back,False,True
15278,Solstice Staff,Uncommon,60,55,2,2_10,Two-Hand,False,True
4735,Mistscape Cloak,Uncommon,41,36,4,4_1,Back,False,True
15599,Ancient Greaves,Uncommon,44,39,4,4_3,Feet,False,True
4060,Glyphed Leggings,Uncommon,40,35,4,4_2,Legs,False,True
13039,Skull Splitting Crossbow,Rare,48,43,2,2_18,Ranged,False,True
17414,Codex: Prayer of Fortitude II,Rare,60,60,9,9_0,Non-equippable,False,False
1981,Icemail Jerkin,Epic,44,39,4,4_3,Chest,False,True
809,Bloodrazor,Epic,50,45,2,2_7,Main Hand,False,True
3210,Brutal War Axe,Uncommon,30,25,2,2_1,Two-Hand,False,True
15929,Nightsky Orb,Uncommon,37,32,4,4_0,Held In Off-hand,False,True
871,Flurry Axe,Epic,47,42,2,2_0,One-Hand,False,True
9886,Huntsman's Bands,Uncommon,39,34,4,4_2,Wrist,False,True
18638,Hyper-Radiant Flame Reflector,Rare,58,53,7,7_3,Trinket,False,True
18641,Dense Dynamite,Common,45,0,7,7_2,Non-equippable,True,False
4262,Gem-studded Leather Belt,Rare,37,32,4,4_2,Waist,False,True
7753,Bloodspiller,Rare,32,27,2,2_1,Two-Hand,False,True
14639,Schematic: Minor Recombobulator,Common,28,0,9,9_3,Non-equippable,False,False
13109,Blackflame Cape,Rare,49,44,4,4_1,Back,False,True
10577,Goblin Mortar,Common,41,0,7,7_3,Trinket,False,True
4371,Bronze Tube,Common,21,0,7,7_1,Non-equippable,True,False
9862,Archer's Trousers,Uncommon,37,32,4,4_2,Legs,False,True
10195,Crusader's Shield,Uncommon,55,50,4,4_6,Off Hand,False,True
9433,Forgotten Wraps,Rare,46,41,4,4_1,Wrist,False,True
15252,Tusker Sword,Uncommon,49,44,2,2_8,Two-Hand,False,True
15742,Pattern: Warbear Harness,Common,55,0,9,9_1,Non-equippable,False,False
10316,Pattern: Colorful Kilt,Uncommon,24,0,9,9_2,Non-equippable,False,False
6605,Dervish Gloves,Uncommon,28,23,4,4_2,Hands,False,True
6271,Pattern: Red Linen Vest,Uncommon,12,0,9,9_2,Non-equippable,False,False
15650,Merciless Surcoat,Uncommon,57,52,4,4_3,Chest,False,True
6046,Plans: Steel Weapon Chain,Uncommon,38,0,9,9_4,Non-equippable,False,False
8544,Mageweave Bandage,Common,1,0,0,0_0,Non-equippable,True,False
4585,Dripping Spider Mandible,Poor,1,0,15,15_0,Non-equippable,True,False
6533,Aquadynamic Fish Attractor,Common,30,0,7,7_3,Non-equippable,True,False
4296,Pattern: Dark Leather Shoulders,Uncommon,28,0,9,9_1,Non-equippable,False,False
12985,Ring of Defense,Rare,22,17,4,4_0,Finger,False,True
15285,Archer's Longbow,Uncommon,32,27,2,2_2,Ranged,False,True
7490,Captain's Boots,Uncommon,42,37,4,4_3,Feet,False,True
10228,Nightshade Spaulders,Uncommon,60,55,4,4_2,Shoulder,False,True
12365,Dense Stone,Common,45,0,7,7_0,Non-equippable,True,False
5966,Guardian Gloves,Common,38,33,4,4_2,Hands,False,True
9770,Greenweave Cloak,Uncommon,20,15,4,4_1,Back,False,True
10125,Ornate Pauldrons,Uncommon,56,51,4,4_3,Shoulder,False,True
10309,Scroll of Agility IV,Common,65,55,0,0_0,Non-equippable,True,False
19814,Punctured Voodoo Doll,Uncommon,1,0,15,15_0,Non-equippable,False,False
12830,Plans: Corruption,Common,58,0,9,9_4,Non-equippable,False,False
16072,Expert Cookbook,Common,30,0,9,9_5,Non-equippable,False,False
22528,Dark Iron Scraps,Common,1,0,15,15_0,Non-equippable,True,False
15414,Red Dragonscale,Common,60,0,15,15_0,Non-equippable,True,False
2601,Pattern: Gray Woolen Robe,Uncommon,21,0,9,9_2,Non-equippable,False,False
16858,Lawbringer Belt,Epic,66,60,4,4_4,Waist,False,True
7536,Champion's Wall Shield,Uncommon,48,43,4,4_6,Off Hand,False,True
24101,Book of Ferocious Bite V,Rare,60,60,9,9_0,Non-equippable,False,False
2989,Burnished Tunic,Uncommon,21,16,4,4_3,Chest,False,True
10320,Pattern: Red Mageweave Headband,Uncommon,48,0,9,9_2,Non-equippable,False,False
13019,Harpyclaw Short Bow,Rare,32,27,2,2_2,Ranged,False,True
16827,Nightslayer Belt,Epic,66,60,4,4_2,Waist,False,True
3531,Heavy Wool Bandage,Common,1,0,0,0_0,Non-equippable,True,False
911,Ironwood Treebranch,Uncommon,25,20,2,2_5,Two-Hand,False,True
15744,Pattern: Wicked Leather Headband,Uncommon,56,0,9,9_1,Non-equippable,False,False
6399,Emblazoned Shoulders,Uncommon,30,25,4,4_2,Shoulder,False,True
15247,Bloodstrike Dagger,Uncommon,64,59,2,2_15,One-Hand,False,True
9939,Abjurer's Gloves,Uncommon,49,44,4,4_1,Hands,False,True
10301,Pattern: White Bandit Mask,Uncommon,43,0,9,9_2,Non-equippable,False,False
15083,Wicked Leather Gauntlets,Uncommon,52,47,4,4_2,Hands,False,True
1702,Intact Basilisk Spine,Poor,1,0,15,15_0,Non-equippable,True,False
22658,Glacial Cloak,Epic,80,60,4,4_1,Back,False,True
8172,Cured Thick Hide,Common,40,0,7,7_0,Non-equippable,True,False
12988,Starsight Tunic,Rare,22,17,4,4_2,Chest,False,True
21802,The Lost Kris of Zedd,Rare,68,60,2,2_15,Main Hand,False,True
12827,Plans: Serenity,Uncommon,57,0,9,9_4,Non-equippable,False,False
13512,Flask of Supreme Power,Common,60,50,0,0_0,Non-equippable,True,False
16830,Cenarion Bracers,Epic,66,60,4,4_2,Wrist,False,True
4655,Giant Clam Meat,Common,35,0,7,7_0,Non-equippable,True,False
12019,Cerulean Talisman,Uncommon,32,27,4,4_0,Neck,False,True
12975,Prospector Axe,Rare,20,15,2,2_1,Two-Hand,False,True
8396,Vulture Gizzard,Common,1,1,12,12_0,Non-equippable,True,False
15180,Praetorian Girdle,Uncommon,53,48,4,4_2,Waist,False,True
1778,Brocade Vest,Poor,23,18,4,4_1,Chest,False,True
5786,Pattern: Murloc Scale Belt,Common,18,0,9,9_1,Non-equippable,False,False
10026,Black Mageweave Boots,Uncommon,46,41,4,4_1,Feet,False,True
10363,Engraved Wall,Uncommon,60,55,4,4_6,Off Hand,False,True
17056,Light Feather,Common,1,0,15,15_0,Non-equippable,True,False
3040,Hunter's Muzzle Loader,Uncommon,19,14,2,2_3,Ranged,False,True
15660,Impenetrable Breastplate,Uncommon,61,56,4,4_3,Chest,False,True
19440,Powerful Anti-Venom,Common,58,0,5,5_0,Non-equippable,True,False
10822,Dark Whelpling,Common,30,0,15,15_0,Non-equippable,False,False
6211,Recipe: Elixir of Ogre's Strength,Common,30,0,9,9_6,Non-equippable,False,False
21114,Rumsey Rum Dark,Common,1,0,0,0_0,Non-equippable,True,False
15132,Cutthroat's Armguards,Uncommon,29,24,4,4_2,Wrist,False,True
12835,Plans: Annihilator,Rare,63,0,9,9_4,Non-equippable,False,False
4700,Inscribed Leather Spaulders,Common,21,16,4,4_2,Shoulder,False,True
4368,Flying Tiger Goggles,Uncommon,20,0,4,4_1,Head,False,True
19702,Vilebranch Coin,Uncommon,1,0,12,12_0,Non-equippable,True,False
6539,Willow Belt,Uncommon,16,11,4,4_1,Waist,False,True
15733,Pattern: Green Dragonscale Leggings,Rare,54,0,9,9_1,Non-equippable,False,False
6471,Perfect Deviate Scale,Common,1,0,5,5_0,Non-equippable,True,False
1015,Lean Wolf Flank,Common,19,0,7,7_0,Non-equippable,True,False
6391,Pattern: Stylish Green Shirt,Uncommon,24,0,9,9_2,Non-equippable,False,False
8290,Arcane Robe,Uncommon,61,56,4,4_1,Chest,False,True
19233,Five of Beasts,Rare,1,0,15,15_0,Non-equippable,False,False
5117,Vibrant Plume,Common,1,0,15,15_0,Non-equippable,True,False
9788,Raider's Belt,Uncommon,18,13,4,4_3,Waist,False,True
20667,Abyssal Leather Belt,Uncommon,65,60,4,4_2,Waist,False,True
5780,Murloc Scale Belt,Uncommon,18,13,4,4_2,Waist,False,True
10203,Overlord's Chestplate,Uncommon,52,47,4,4_4,Chest,False,True
7469,Regal Leggings,Uncommon,44,39,4,4_1,Legs,False,True
22682,Frozen Rune,Rare,80,60,7,7_0,Non-equippable,True,False
2992,Burnished Gloves,Uncommon,20,15,4,4_3,Hands,False,True
5964,Barbaric Shoulders,Uncommon,35,30,4,4_2,Shoulder,False,True
3206,Cavalier Two-hander,Uncommon,28,23,2,2_8,Two-Hand,False,True
22393,Codex: Prayer of Shadow Protection,Rare,60,60,9,9_0,Non-equippable,False,False
7191,Fused Wiring,Common,26,0,7,7_1,Non-equippable,True,False
10066,Duskwoven Sash,Uncommon,49,44,4,4_1,Waist,False,True
22525,Crypt Fiend Parts,Common,1,0,15,15_0,Non-equippable,True,False
2271,Staff of the Blessed Seer,Rare,23,18,2,2_10,Two-Hand,False,True
6411,Chief Brigadier Armor,Uncommon,41,36,4,4_3,Chest,False,True
2836,Coarse Stone,Common,15,0,7,7_0,Non-equippable,True,False
5483,Recipe: Scorpid Surprise,Common,8,0,9,9_5,Non-equippable,False,False
7517,Gossamer Tunic,Uncommon,50,45,4,4_1,Chest,False,True
9392,Annealed Blade,Rare,40,35,2,2_7,One-Hand,False,True
6563,Shimmering Bracers,Uncommon,20,15,4,4_1,Wrist,False,True
17202,Snowball,Common,5,0,0,0_0,Non-equippable,True,False
10387,Hyperion Girdle,Uncommon,61,56,4,4_4,Waist,False,True
19279,Three of Portals,Rare,1,0,15,15_0,Non-equippable,False,False
3193,Oak Mallet,Uncommon,21,16,2,2_5,Two-Hand,False,True
1945,Woodworking Gloves,Uncommon,18,13,4,4_2,Hands,False,True
18648,Schematic: Green Firework,Common,30,0,9,9_3,Non-equippable,False,False
5529,Tomb Dust,Poor,30,0,5,5_0,Non-equippable,True,False
22374,Wartorn Chain Scrap,Rare,60,0,15,15_0,Non-equippable,True,False
1703,Crystal Basilisk Spine,Common,35,25,0,0_0,Non-equippable,True,False
3856,Shadow Crescent Axe,Uncommon,40,35,2,2_1,Two-Hand,False,True
6592,Battleforge Armor,Uncommon,29,24,4,4_3,Chest,False,True
20709,Rumsey Rum Light,Common,1,0,0,0_0,Non-equippable,True,False
18294,Elixir of Greater Water Breathing,Common,45,35,0,0_0,Non-equippable,True,False
13444,Major Mana Potion,Common,59,49,0,0_0,Non-equippable,True,False
15551,Thick Scale Legguards,Uncommon,35,30,4,4_3,Legs,False,True
5571,Small Black Pouch,Common,5,0,1,1_0,Bag,False,True
10513,Mithril Gyro-Shot,Uncommon,49,44,6,6_3,Ammo,True,True
20422,Twilight Cultist Medallion of Station,Common,1,0,15,15_0,Neck,False,True
7485,Ranger Cord,Uncommon,41,36,4,4_2,Waist,False,True
9878,Sorcerer Hat,Uncommon,41,36,4,4_1,Head,False,True
20553,Plans: Darkrune Gauntlets,Rare,63,0,9,9_4,Non-equippable,False,False
10100,Councillor's Shoulders,Uncommon,57,52,4,4_1,Shoulder,False,True
2080,Hillborne Axe,Uncommon,34,29,2,2_0,One-Hand,False,True
9946,Abjurer's Tunic,Uncommon,53,48,4,4_1,Chest,False,True
15234,Greater Scythe,Uncommon,40,35,2,2_0,Main Hand,False,True
13442,Mighty Rage Potion,Common,51,46,0,0_0,Non-equippable,True,False
13467,Icecap,Common,58,0,7,7_0,Non-equippable,True,False
4426,Scroll of Strength III,Common,50,40,0,0_0,Non-equippable,True,False
5756,Sliverblade,Rare,37,32,2,2_15,One-Hand,False,True
9825,Durable Pants,Uncommon,33,28,4,4_1,Legs,False,True
13033,Zealot Blade,Rare,34,29,2,2_7,One-Hand,False,True
14227,Ironweb Spider Silk,Common,50,0,7,7_0,Non-equippable,True,False
20555,Plans: Darkrune Helm,Rare,63,0,9,9_4,Non-equippable,False,False
15781,Pattern: Black Dragonscale Leggings,Rare,62,0,9,9_1,Non-equippable,False,False
14293,Arachnidian Circlet,Uncommon,55,50,4,4_1,Head,False,True
6372,Swim Speed Potion,Common,20,10,0,0_0,Non-equippable,True,False
16705,Dreadmist Wraps,Rare,59,54,4,4_1,Hands,False,True
15244,Razor Blade,Uncommon,42,37,2,2_15,One-Hand,False,True
8497,Rabbit Crate (Snowshoe),Common,20,0,15,15_0,Non-equippable,False,False
7355,Elder's Bracers,Uncommon,31,26,4,4_1,Wrist,False,True
10104,Councillor's Tunic,Uncommon,59,54,4,4_1,Chest,False,True
8319,Alabaster Plate Pauldrons,Uncommon,55,50,4,4_4,Shoulder,False,True
9964,Warmonger's Leggings,Uncommon,49,44,4,4_3,Legs,False,True
9826,Durable Robe,Uncommon,34,29,4,4_1,Chest,False,True
21340,Soul Pouch,Uncommon,52,0,1,1_1,Bag,False,True
11152,Formula: Enchant Gloves - Fishing,Uncommon,29,0,9,9_8,Non-equippable,False,False
9853,Conjurer's Cinch,Uncommon,34,29,4,4_1,Waist,False,True
12026,Quicksilver Pendant,Uncommon,59,54,4,4_0,Neck,False,True
9851,Conjurer's Breeches,Uncommon,37,32,4,4_1,Legs,False,True
1604,Chromatic Sword,Uncommon,45,40,2,2_8,Two-Hand,False,True
12692,Plans: Thorium Shield Spike,Uncommon,55,0,9,9_4,Non-equippable,False,False
